id	uniprot	gene_name	description	p_value	fdr	log_fc	sub_local	ubi_part	in_mito
O09126	O09126	SEMA4D	Semaphorin-4D OS=Mus musculus GN=Sema4d PE=1 SV=2	0.3287265053235845	0.4546062990933056	-0.06411015826482094	NA	NA	FALSE
Q9Z123	Q9Z123	SEMA4F	Semaphorin-4F OS=Mus musculus GN=Sema4f PE=1 SV=2	0.6112955424809849	0.7183786074644508	-0.05028165626770007	NA	NA	FALSE
Q9WUH7	Q9WUH7	SEMA4G	Semaphorin-4G OS=Mus musculus GN=Sema4g PE=1 SV=1	0.05628179135310906	0.12458499206987914	-0.12607506913166908	NA	NA	FALSE
O35464	O35464	SEMA6A	Semaphorin-6A OS=Mus musculus GN=Sema6a PE=1 SV=2	0.011795061596420724	0.042062776673666834	-0.34575250874386243	NA	NA	FALSE
O54951	O54951	SEMA6B	Semaphorin-6B OS=Mus musculus GN=Sema6b PE=1 SV=1	0.002584623654216634	0.015387066807276705	-0.1551096005690501	NA	NA	FALSE
Q76KF0	Q76KF0	SEMA6D	Semaphorin-6D OS=Mus musculus GN=Sema6d PE=1 SV=1	8.976460403683969e-4	0.007841865897352406	-0.3157045252226513	NA	NA	FALSE
Q9QUR8	Q9QUR8	SEMA7A	Semaphorin-7A OS=Mus musculus GN=Sema7a PE=1 SV=1	2.9473247954971943e-6	3.398179588149893e-4	-0.3641576728685914	NA	NA	FALSE
Q9EP97	Q9EP97	SENP3	Sentrin-specific protease 3 OS=Mus musculus GN=Senp3 PE=1 SV=1	0.0017430371050544142	0.011941617844595137	-0.23720019558862934	NA	DUBs non-USP	FALSE
Q8BH69	Q8BH69	SEPHS1	Selenide, water dikinase 1 OS=Mus musculus GN=Sephs1 PE=1 SV=1	0.022254873010018304	0.06396310863999775	-0.2520688194173956	NA	NA	FALSE
P97364	P97364	SEPHS2	Selenide, water dikinase 2 OS=Mus musculus GN=Sephs2 PE=1 SV=3	4.100306488808434e-4	0.004697329136904168	0.4020536635118977	NA	NA	FALSE
Q6P6M7	Q6P6M7	SEPSECS	O-phosphoseryl-tRNA(Sec) selenium transferase OS=Mus musculus GN=Sepsecs PE=1 SV=2	3.2960024766684976e-5	0.0011097140917026979	0.3325538277540311	NA	NA	FALSE
Q8C650	Q8C650	SEPT10	Septin-10 OS=Mus musculus GN=Sept10 PE=1 SV=1	0.24633766671998877	0.3689319648327236	-0.145517664022284	NA	NA	FALSE
Q8C1B7	Q8C1B7	SEPT11	Septin-11 OS=Mus musculus GN=Sept11 PE=1 SV=4	0.5867072720590454	0.6972931762738608	-0.02907314408447999	NA	NA	FALSE
P42208	P42208	SEPT2	Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2	0.8616478466758756	0.9117928067937069	0.008796253153343266	NA	NA	FALSE
Q9Z1S5	Q9Z1S5	SEPT3	Neuronal-specific septin-3 OS=Mus musculus GN=Sept3 PE=1 SV=2	0.06189693935599751	0.13364354700440606	-0.09916617996708103	NA	NA	FALSE
P28661	P28661	SEPT4	Septin-4 OS=Mus musculus GN=Sept4 PE=1 SV=1	0.5567251351625015	0.6713544863006453	0.03104442560001151	MOM	NA	TRUE
Q9Z2Q6	Q9Z2Q6	SEPT5	Septin-5 OS=Mus musculus GN=Sept5 PE=1 SV=2	0.09645531107413902	0.18472993593653997	0.13053462806046667	NA	NA	FALSE
Q9R1T4	Q9R1T4	SEPT6	Septin-6 OS=Mus musculus GN=Sept6 PE=1 SV=4	0.3610380220314846	0.48817397920599576	-0.06446153114516474	NA	NA	FALSE
O55131	O55131	SEPT7	Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1	0.9065273310712203	0.9406649727688261	-0.0063076803614082085	NA	NA	FALSE
Q8CHH9	Q8CHH9	SEPT8	Septin-8 OS=Mus musculus GN=Sept8 PE=1 SV=4	0.9544562957300484	0.9727504167694194	-0.0037112420950307264	NA	NA	FALSE
Q80UG5	Q80UG5	SEPT9	Septin-9 OS=Mus musculus GN=Sept9 PE=1 SV=1	0.14337863696863135	0.24784483805355575	-0.0981223318784089	NA	NA	FALSE
Q3U213	Q3U213	SERAC1	Protein SERAC1 OS=Mus musculus GN=Serac1 PE=2 SV=1	0.7069789685805109	0.7955068467066019	-0.017095014907794578	MOM	NA	TRUE
Q9CY58	Q9CY58	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2	0.003946485228829476	0.02006932122465721	-0.17375808050826003	NA	NA	FALSE
Q80YD6	Q80YD6	SERGEF	Secretion-regulating guanine nucleotide exchange factor OS=Mus musculus GN=Sergef PE=2 SV=2	0.002465897595098225	0.014960416544461102	0.44129027237940804	NA	NA	FALSE
Q9EPB5	Q9EPB5	SERHL	Serine hydrolase-like protein OS=Mus musculus GN=Serhl PE=1 SV=1	0.04329795156364311	0.10309428512774559	0.14904765193699115	NA	NA	FALSE
Q9QZI8	Q9QZI8	SERINC1	Serine incorporator 1 OS=Mus musculus GN=Serinc1 PE=1 SV=1	0.1082044752659834	0.2013143940478067	-0.11521336571737582	NA	NA	FALSE
Q9QZI9	Q9QZI9	SERINC3	Serine incorporator 3 OS=Mus musculus GN=Serinc3 PE=1 SV=2	0.01635852586116028	0.052099072943766575	-0.1791737305200894	NA	NA	FALSE
Q6TAW2	Q6TAW2	SERP2	Stress-associated endoplasmic reticulum protein 2 OS=Mus musculus GN=Serp2 PE=3 SV=2	0.009800801941527198	0.03738049764893452	-0.22315867883014215	NA	NA	FALSE
Q60854	Q60854	SERPINB6	Serpin B6 OS=Mus musculus GN=Serpinb6 PE=1 SV=1	0.6846549592433082	0.776662453766212	0.06464956674670641	NA	NA	FALSE
Q07235	Q07235	SERPINE2	Glia-derived nexin OS=Mus musculus GN=Serpine2 PE=1 SV=2	0.005456849095548739	0.024846696036225698	0.17019446788405346	NA	NA	FALSE
P19324	P19324	SERPINH1	Serpin H1 OS=Mus musculus GN=Serpinh1 PE=1 SV=3	0.8314487132601003	0.8887067158991674	0.054665362560233334	NA	NA	FALSE
O35684	O35684	SERPINI1	Neuroserpin OS=Mus musculus GN=Serpini1 PE=1 SV=1	0.7440301091401257	0.8225028335894071	-0.02409875924275554	NA	NA	FALSE
P58043	P58043	SESN2	Sestrin-2 OS=Mus musculus GN=Sesn2 PE=1 SV=1	0.017704838778886702	0.05501429039341099	-0.24575784411448026	NA	NA	FALSE
Q80UK0	Q80UK0	SESTD1	SEC14 domain and spectrin repeat-containing protein 1 OS=Mus musculus GN=Sestd1 PE=1 SV=1	0.04495637086075286	0.10591416185838386	0.1734229021034567	NA	NA	FALSE
Q9EQU5	Q9EQU5	SET	Protein SET OS=Mus musculus GN=Set PE=1 SV=1	0.02573007412964988	0.07046135324005016	0.09498314778861212	NA	NA	FALSE
Q91WC0	Q91WC0	SETD3	Histone-lysine N-methyltransferase setd3 OS=Mus musculus GN=Setd3 PE=1 SV=1	3.2045195754395364e-6	3.398179588149893e-4	1.057241267238171	NA	NA	FALSE
Q8VHL1	Q8VHL1	SETD7	Histone-lysine N-methyltransferase SETD7 OS=Mus musculus GN=Setd7 PE=1 SV=2	6.590103903490597e-5	0.0016756544681436455	0.5392226484697592	NA	NA	FALSE
Q7TSK2	Q7TSK2	SEZ6	Seizure protein 6 OS=Mus musculus GN=Sez6 PE=1 SV=1	0.48312771409649147	0.6047556237089362	0.05042644511331222	NA	NA	FALSE
Q6P1D5	Q6P1D5	SEZ6L	Seizure 6-like protein OS=Mus musculus GN=Sez6l PE=1 SV=1	1.4463759833443083e-5	6.786851039829088e-4	-0.6045117204932221	NA	NA	FALSE
Q4V9Z5	Q4V9Z5	SEZ6L2	Seizure 6-like protein 2 OS=Mus musculus GN=Sez6l2 PE=1 SV=1	0.0033441509909095677	0.018136183730090304	-0.37624711693207075	NA	NA	FALSE
Q8K4Z5	Q8K4Z5	SF3A1	Splicing factor 3A subunit 1 OS=Mus musculus GN=Sf3a1 PE=1 SV=1	0.09886405598868	0.18836267749290084	-0.09851931217583473	NA	NA	FALSE
Q62203	Q62203	SF3A2	Splicing factor 3A subunit 2 OS=Mus musculus GN=Sf3a2 PE=1 SV=2	0.029402807715244887	0.07737255458933814	-0.306680930719694	NA	NA	FALSE
Q9D554	Q9D554	SF3A3	Splicing factor 3A subunit 3 OS=Mus musculus GN=Sf3a3 PE=1 SV=2	0.028164517703724537	0.07501144954991945	-0.3533774822764035	NA	NA	FALSE
Q99NB9	Q99NB9	SF3B1	Splicing factor 3B subunit 1 OS=Mus musculus GN=Sf3b1 PE=1 SV=1	0.10337690825947031	0.1947658316755984	-0.20839381892566322	NA	NA	FALSE
Q921M3	Q921M3	SF3B3	Splicing factor 3B subunit 3 OS=Mus musculus GN=Sf3b3 PE=1 SV=1	0.02326055118927443	0.0659840125573295	-0.3342096199758956	NA	NA	FALSE
Q8QZY9	Q8QZY9	SF3B4	Splicing factor 3B subunit 4 OS=Mus musculus GN=Sf3b4 PE=1 SV=1	0.026948246205896188	0.07253067126414829	-0.2412980851994218	NA	NA	FALSE
Q923D4	Q923D4	SF3B5	Splicing factor 3B subunit 5 OS=Mus musculus GN=Sf3b5 PE=1 SV=1	0.021972131035397212	0.06353938031734145	-0.28809817369060114	NA	NA	FALSE
P59708	P59708	SF3B6	Splicing factor 3B subunit 6 OS=Mus musculus GN=Sf3b6 PE=1 SV=1	0.024012569798497776	0.06749370964927234	-0.2761737646322489	NA	NA	FALSE
Q8VIJ6	Q8VIJ6	SFPQ	Splicing factor, proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1	0.08874331485449517	0.17346544825464602	-0.2285320111632382	NA	NA	FALSE
Q8C4U3	Q8C4U3	SFRP1	Secreted frizzled-related protein 1 OS=Mus musculus GN=Sfrp1 PE=1 SV=3	0.06757603868518597	0.14176078414821328	0.321618022190102	NA	NA	FALSE
Q9CSV6	Q9CSV6	SFT2D3	Vesicle transport protein SFT2C OS=Mus musculus GN=Sft2d3 PE=1 SV=2	0.13725975580870423	0.23962036633643455	-0.18893865155972356	NA	NA	FALSE
Q99JR1	Q99JR1	SFXN1	Sideroflexin-1 OS=Mus musculus GN=Sfxn1 PE=1 SV=3	0.015421222738334349	0.049979144159731266	-0.1904132539041874	MIM	NA	TRUE
Q91V61	Q91V61	SFXN3	Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1	0.005416266459591479	0.024710974985225898	-0.15606824685474513	MIM	NA	TRUE
Q925N0	Q925N0	SFXN5	Sideroflexin-5 OS=Mus musculus GN=Sfxn5 PE=1 SV=2	0.4939906415612717	0.6151525906760411	-0.04438924746147388	MIM	NA	TRUE
P82349	P82349	SGCB	Beta-sarcoglycan OS=Mus musculus GN=Sgcb PE=1 SV=1	0.1456671139056851	0.25079763211672457	-0.20298081989489497	NA	NA	FALSE
O70258	O70258	SGCE	Epsilon-sarcoglycan OS=Mus musculus GN=Sgce PE=1 SV=2	0.004618607948782096	0.022086691681675846	-0.2689521629257682	NA	NA	FALSE
Q8VD37	Q8VD37	SGIP1	SH3-containing GRB2-like protein 3-interacting protein 1 OS=Mus musculus GN=Sgip1 PE=1 SV=1	0.12124702817479306	0.21774337101157928	-0.23859839347246709	NA	NA	FALSE
Q8R0X7	Q8R0X7	SGPL1	Sphingosine-1-phosphate lyase 1 OS=Mus musculus GN=Sgpl1 PE=1 SV=1	0.4563160881792906	0.5802629472802721	0.048954298144999915	NA	NA	FALSE
Q9JI99	Q9JI99	SGPP1	Sphingosine-1-phosphate phosphatase 1 OS=Mus musculus GN=Sgpp1 PE=1 SV=1	0.7620741783249089	0.8351469447200633	0.016620361293500724	NA	NA	FALSE
Q8BPQ7	Q8BPQ7	SGSM1	Small G protein signaling modulator 1 OS=Mus musculus GN=Sgsm1 PE=1 SV=2	0.00402809356947236	0.02028641326654558	-0.21517816734351547	NA	NA	FALSE
Q80U12	Q80U12	SGSM2	Small G protein signaling modulator 2 OS=Mus musculus GN=Sgsm2 PE=1 SV=2	0.9846295157042374	0.9912856302478682	0.0015165948777994985	NA	NA	FALSE
Q8VCZ6	Q8VCZ6	SGSM3	Small G protein signaling modulator 3 OS=Mus musculus GN=Sgsm3 PE=1 SV=1	0.34732351777870774	0.4743468567043268	0.11161958080873534	NA	NA	FALSE
Q8BJU0	Q8BJU0	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta PE=1 SV=2	0.010758583406727463	0.03958424840310798	0.18233745066605903	NA	NA	FALSE
Q8VD33	Q8VD33	SGTB	Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Mus musculus GN=Sgtb PE=1 SV=1	0.009347503862317284	0.0361810870413333	0.14273887221675763	NA	NA	FALSE
Q91ZM2	Q91ZM2	SH2B1	SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1 PE=1 SV=2	0.4455588181759683	0.5706327616074287	0.049469625208773106	NA	NA	FALSE
Q9QZS8	Q9QZS8	SH2D3C	SH2 domain-containing protein 3C OS=Mus musculus GN=Sh2d3c PE=1 SV=1	0.4803171263851861	0.6024430771083494	-0.029079909877243654	NA	NA	FALSE
Q8JZW5	Q8JZW5	SH2D5	SH2 domain-containing protein 5 OS=Mus musculus GN=Sh2d5 PE=1 SV=2	0.3828817980289678	0.5098841061680208	0.07081492060501719	NA	NA	FALSE
Q9WUZ7	Q9WUZ7	SH3BGR	SH3 domain-binding glutamic acid-rich protein OS=Mus musculus GN=Sh3bgr PE=1 SV=1	0.6612095526103481	0.7581788728831764	0.07123941252127011	NA	NA	FALSE
Q9JJU8	Q9JJU8	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus GN=Sh3bgrl PE=1 SV=1	0.0012533555104167955	0.009738805860443548	-0.26300411569643617	NA	NA	FALSE
Q8BG73	Q8BG73	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2 OS=Mus musculus GN=Sh3bgrl2 PE=1 SV=1	2.7486961530630234e-4	0.003728838968339063	0.26027642529114187	NA	NA	FALSE
Q91VW3	Q91VW3	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1	0.004840283036777	0.022815350712162872	0.21563822060081253	NA	NA	FALSE
Q06649	Q06649	SH3BP2	SH3 domain-binding protein 2 OS=Mus musculus GN=Sh3bp2 PE=1 SV=1	0.01186047173053703	0.04227193770627301	0.19737390383568776	NA	NA	FALSE
Q921I6	Q921I6	SH3BP4	SH3 domain-binding protein 4 OS=Mus musculus GN=Sh3bp4 PE=1 SV=1	0.5194371926022776	0.6399848990395768	0.05561400875779235	NA	NA	FALSE
Q99LH9	Q99LH9	SH3BP5L	SH3 domain-binding protein 5-like OS=Mus musculus GN=Sh3bp5l PE=1 SV=1	7.110079871895788e-5	0.0017628957938100826	-0.26462684408557	NA	NA	FALSE
Q91X43	Q91X43	SH3D19	SH3 domain-containing protein 19 OS=Mus musculus GN=Sh3d19 PE=1 SV=2	0.35532698402536345	0.4821193676960192	-0.05306572102092132	NA	NA	FALSE
Q62419	Q62419	SH3GL1	Endophilin-A2 OS=Mus musculus GN=Sh3gl1 PE=1 SV=1	0.6305635429018572	0.7331180224630329	0.029421488163539327	NA	NA	FALSE
Q62420	Q62420	SH3GL2	Endophilin-A1 OS=Mus musculus GN=Sh3gl2 PE=1 SV=2	0.23368396502033364	0.355729666878118	0.04686342640372379	NA	NA	FALSE
Q62421	Q62421	SH3GL3	Endophilin-A3 OS=Mus musculus GN=Sh3gl3 PE=1 SV=1	0.15557745391880132	0.26279691446451586	0.05276128282740726	NA	NA	FALSE
Q9JK48	Q9JK48	SH3GLB1	Endophilin-B1 OS=Mus musculus GN=Sh3glb1 PE=1 SV=1	0.30997228829464263	0.4354648478925179	0.06802834024529496	NA	NA	FALSE
Q8R3V5	Q8R3V5	SH3GLB2	Endophilin-B2 OS=Mus musculus GN=Sh3glb2 PE=1 SV=2	0.005242542488644665	0.0240587698213297	0.15004291777024045	NA	NA	FALSE
Q8R550	Q8R550	SH3KBP1	SH3 domain-containing kinase-binding protein 1 OS=Mus musculus GN=Sh3kbp1 PE=1 SV=1	0.04710104433763914	0.10980880817440658	0.10130293814708716	NA	NA	FALSE
O89032	O89032	SH3PXD2A	SH3 and PX domain-containing protein 2A OS=Mus musculus GN=Sh3pxd2a PE=1 SV=2	0.6323550959280446	0.7349277452675435	-0.022638511878701972	NA	NA	FALSE
A2AAY5	A2AAY5	SH3PXD2B	SH3 and PX domain-containing protein 2B OS=Mus musculus GN=Sh3pxd2b PE=1 SV=1	0.17203552045164092	0.28355261671278364	-0.07242369910737255	NA	NA	FALSE
Q69ZI1	Q69ZI1	SH3RF1	E3 ubiquitin-protein ligase SH3RF1 OS=Mus musculus GN=Sh3rf1 PE=1 SV=2	0.44207127492914067	0.56756071935176	0.04733760707343688	NA	E3 simple	FALSE
Q8C120	Q8C120	SH3RF3	SH3 domain-containing RING finger protein 3 OS=Mus musculus GN=Sh3rf3 PE=1 SV=2	0.17805368724772985	0.2910704527558758	0.0656813598313953	NA	NA	FALSE
O08641	O08641	SH3YL1	SH3 domain-containing YSC84-like protein 1 OS=Mus musculus GN=Sh3yl1 PE=1 SV=1	0.375164854817697	0.5023883893994209	0.07626737083530384	NA	NA	FALSE
D3YZU1	D3YZU1	SHANK1	SH3 and multiple ankyrin repeat domains protein 1 OS=Mus musculus GN=Shank1 PE=1 SV=1	0.050607702790950906	0.11498632257185651	0.14218648238904855	NA	NA	FALSE
Q80Z38	Q80Z38	SHANK2	SH3 and multiple ankyrin repeat domains protein 2 OS=Mus musculus GN=Shank2 PE=1 SV=2	3.945396593748211e-4	0.004595615585455319	-0.2727628732399466	NA	NA	FALSE
Q4ACU6	Q4ACU6	SHANK3	SH3 and multiple ankyrin repeat domains protein 3 OS=Mus musculus GN=Shank3 PE=1 SV=3	2.2812325324383443e-4	0.003318728860796088	-0.3835945755392778	NA	NA	FALSE
Q6PD21	Q6PD21	SHB	SH2 domain-containing adapter protein B OS=Mus musculus GN=Shb PE=1 SV=2	8.211325713916561e-4	0.007400841835813846	-0.33542350584600944	NA	NA	FALSE
P98083	P98083	SHC1	SHC-transforming protein 1 OS=Mus musculus GN=Shc1 PE=1 SV=3	0.9234185915631699	0.9516923095995277	-0.009233808114082857	NA	NA	FALSE
Q61120	Q61120	SHC3	SHC-transforming protein 3 OS=Mus musculus GN=Shc3 PE=1 SV=2	0.4321121722927619	0.5593670607804689	-0.04801721894149731	NA	NA	FALSE
Q8CG80	Q8CG80	SHF	SH2 domain-containing adapter protein F OS=Mus musculus GN=Shf PE=1 SV=2	0.7127882739710365	0.7997750530097065	0.03149700315440171	NA	NA	FALSE
Q3UH99	Q3UH99	SHISA6	Protein shisa-6 homolog OS=Mus musculus GN=Shisa6 PE=1 SV=1	0.9733143469580883	0.9843300307555122	0.003029649241959538	NA	NA	FALSE
Q8C3Q5	Q8C3Q5	SHISA7	Protein shisa-7 OS=Mus musculus GN=Shisa7 PE=1 SV=3	1.5235588922755985e-4	0.0026693963207319116	-0.4392430191826172	NA	NA	FALSE
Q9CZN4	Q9CZN4	SHISA9	Protein shisa-9 OS=Mus musculus GN=Shisa9 PE=1 SV=2	6.023276534046345e-6	4.073138564094358e-4	-0.4295589531990888	NA	NA	FALSE
P50431	P50431	SHMT1	Serine hydroxymethyltransferase, cytosolic OS=Mus musculus GN=Shmt1 PE=1 SV=3	2.4765062973117777e-4	0.0035125956665952767	-0.4759111409200962	NA	NA	FALSE
O88520	O88520	SHOC2	Leucine-rich repeat protein SHOC-2 OS=Mus musculus GN=Shoc2 PE=1 SV=2	0.025466899123148364	0.07008907026216875	-0.11517004776615891	NA	NA	FALSE
Q7TPQ3	Q7TPQ3	SHPRH	E3 ubiquitin-protein ligase SHPRH OS=Mus musculus GN=Shprh PE=1 SV=1	0.06753209480299283	0.14174941375594635	0.10070764413417711	NA	NA	FALSE
A2ALU4	A2ALU4	SHROOM2	Protein Shroom2 OS=Mus musculus GN=Shroom2 PE=1 SV=1	0.7355789971589362	0.8163295530402754	-0.04530414377192886	NA	NA	FALSE
Q9QXN0	Q9QXN0	SHROOM3	Protein Shroom3 OS=Mus musculus GN=Shroom3 PE=1 SV=2	0.023615748721071847	0.06665907412017347	0.14394931157073976	NA	NA	FALSE
Q8K2Q9	Q8K2Q9	SHTN1	Shootin-1 OS=Mus musculus GN=Shtn1 PE=1 SV=1	0.2772942983262916	0.4020574492422239	0.0646520145349945	NA	NA	FALSE
P70665	P70665	SIAE	Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=1 SV=3	0.24289431768189104	0.3655713022167494	0.08148101041520198	NA	NA	FALSE
Q6AXF6	Q6AXF6	SIDT1	SID1 transmembrane family member 1 OS=Mus musculus GN=Sidt1 PE=1 SV=1	0.0032099214683427666	0.017705519210303354	0.5412232899352212	NA	NA	FALSE
Q8CIF6	Q8CIF6	SIDT2	SID1 transmembrane family member 2 OS=Mus musculus GN=Sidt2 PE=1 SV=1	0.022305116058964382	0.06396310863999775	0.15087206414362947	NA	NA	FALSE
Q6P4S6	Q6P4S6	SIK3	Serine/threonine-protein kinase SIK3 OS=Mus musculus GN=Sik3 PE=1 SV=3	0.11529568845289967	0.21037763456035222	-0.10511533959986447	NA	NA	FALSE
Q9CPR7	Q9CPR7	SIKE1	Suppressor of IKBKE 1 OS=Mus musculus GN=Sike1 PE=1 SV=1	0.12719270282024822	0.2256993918129511	0.12888795410314466	NA	NA	FALSE
Q9EPK6	Q9EPK6	SIL1	Nucleotide exchange factor SIL1 OS=Mus musculus GN=Sil1 PE=1 SV=2	0.22323344380999896	0.3446014785369061	0.08814781348212071	NA	NA	FALSE
Q60520	Q60520	SIN3A	Paired amphipathic helix protein Sin3a OS=Mus musculus GN=Sin3a PE=1 SV=3	0.11816942633153665	0.21412217894083482	0.10096280788767649	NA	NA	FALSE
Q8C0T5	Q8C0T5	SIPA1L1	Signal-induced proliferation-associated 1-like protein 1 OS=Mus musculus GN=Sipa1l1 PE=1 SV=2	0.12636976200510053	0.22449385439985906	-0.17752369217907268	NA	NA	FALSE
Q80TE4	Q80TE4	SIPA1L2	Signal-induced proliferation-associated 1-like protein 2 OS=Mus musculus GN=Sipa1l2 PE=1 SV=3	0.0013308452906803058	0.01010247244321033	-0.22600387394900168	NA	NA	FALSE
G3X9J0	G3X9J0	SIPA1L3	Signal-induced proliferation-associated 1-like protein 3 OS=Mus musculus GN=Sipa1l3 PE=1 SV=1	0.19138842805817768	0.30711508914928204	-0.06406901744066418	NA	NA	FALSE
P97797	P97797	SIRPA	Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Mus musculus GN=Sirpa PE=1 SV=1	6.38800053292758e-4	0.006322301160357914	-0.24666134957805178	NA	NA	FALSE
Q8VDQ8	Q8VDQ8	SIRT2	NAD-dependent protein deacetylase sirtuin-2 OS=Mus musculus GN=Sirt2 PE=1 SV=2	0.0812361872662105	0.16208368464119513	-0.07587708216097926	NA	NA	FALSE
Q8R104	Q8R104	SIRT3	NAD-dependent protein deacetylase sirtuin-3 OS=Mus musculus GN=Sirt3 PE=1 SV=2	0.8235532189823498	0.8817742870137963	-0.02225841912685309	Matrix	NA	TRUE
Q8K2C6	Q8K2C6	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Mus musculus GN=Sirt5 PE=1 SV=1	0.04789906878189356	0.11129594176476383	-0.11009301035824766	Matrix	NA	TRUE
Q9CZU3	Q9CZU3	SKIV2L2	Superkiller viralicidic activity 2-like 2 OS=Mus musculus GN=Skiv2l2 PE=1 SV=1	0.07139011807140754	0.1475207097907678	0.11041358258038703	NA	NA	FALSE
Q9WTX5	Q9WTX5	SKP1	S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3	0.014085889404197418	0.04724712219292502	0.18532415969483323	NA	NA	FALSE
A2AQ25	A2AQ25	SKT	Sickle tail protein OS=Mus musculus GN=Skt PE=1 SV=1	0.5266588318378209	0.6461849731552707	0.03584049663783859	NA	NA	FALSE
Q8CI08	Q8CI08	SLAIN2	SLAIN motif-containing protein 2 OS=Mus musculus GN=Slain2 PE=1 SV=2	0.07086640956685408	0.1468752126708656	-0.15403914782382697	NA	NA	FALSE
P49282	P49282	SLC11A2	Natural resistance-associated macrophage protein 2 OS=Mus musculus GN=Slc11a2 PE=1 SV=2	0.18175488483560556	0.2953373200192949	0.0713741729880702	NA	NA	FALSE
P55012	P55012	SLC12A2	Solute carrier family 12 member 2 OS=Mus musculus GN=Slc12a2 PE=1 SV=2	0.3197205858992982	0.44545715652189843	-0.14430869324858667	NA	NA	FALSE
Q9JIS8	Q9JIS8	SLC12A4	Solute carrier family 12 member 4 OS=Mus musculus GN=Slc12a4 PE=1 SV=2	0.5781445411447661	0.6897375748351158	0.02687531190036732	NA	NA	FALSE
Q91V14	Q91V14	SLC12A5	Solute carrier family 12 member 5 OS=Mus musculus GN=Slc12a5 PE=1 SV=2	0.17613911884274672	0.28879428266353363	-0.11077027577270337	NA	NA	FALSE
Q924N4	Q924N4	SLC12A6	Solute carrier family 12 member 6 OS=Mus musculus GN=Slc12a6 PE=1 SV=2	6.179079150279273e-4	0.006223855086150862	-0.2199515382549393	NA	NA	FALSE
Q9WVL3	Q9WVL3	SLC12A7	Solute carrier family 12 member 7 OS=Mus musculus GN=Slc12a7 PE=1 SV=1	0.001001676100400452	0.008411733053388597	-0.2111951816972504	NA	NA	FALSE
Q99MR3	Q99MR3	SLC12A9	Solute carrier family 12 member 9 OS=Mus musculus GN=Slc12a9 PE=1 SV=2	0.03406451448592949	0.08602904743876878	-0.11033495495341655	NA	NA	FALSE
Q91Y63	Q91Y63	SLC13A3	Solute carrier family 13 member 3 OS=Mus musculus GN=Slc13a3 PE=1 SV=1	0.34184103223083195	0.4688093709561232	-0.0863548598357848	NA	NA	FALSE
Q67BT3	Q67BT3	SLC13A5	Solute carrier family 13 member 5 OS=Mus musculus GN=Slc13a5 PE=2 SV=1	0.9569137940759017	0.9736400053772959	0.006141077172601442	NA	NA	FALSE
Q9ES07	Q9ES07	SLC15A2	Solute carrier family 15 member 2 OS=Mus musculus GN=Slc15a2 PE=1 SV=1	0.5402490681731527	0.6572221389243126	-0.07208857854793026	NA	NA	FALSE
Q91W98	Q91W98	SLC15A4	Solute carrier family 15 member 4 OS=Mus musculus GN=Slc15a4 PE=1 SV=1	0.8878452816029131	0.9278984522015409	-0.024736217263003	NA	NA	FALSE
P53986	P53986	SLC16A1	Monocarboxylate transporter 1 OS=Mus musculus GN=Slc16a1 PE=1 SV=1	0.8222317989859047	0.8811135690691851	0.026218285189888176	NA	NA	FALSE
O70324	O70324	SLC16A2	Monocarboxylate transporter 8 OS=Mus musculus GN=Slc16a2 PE=1 SV=2	0.5614976251158603	0.67554676766680255	-0.033399658717621475	NA	NA	FALSE
P57787	P57787	SLC16A3	Monocarboxylate transporter 4 OS=Mus musculus GN=Slc16a3 PE=1 SV=1	4.013108013857175e-4	0.00463992433025446	0.39759462432624876	NA	NA	FALSE
O70451	O70451	SLC16A7	Monocarboxylate transporter 2 OS=Mus musculus GN=Slc16a7 PE=1 SV=1	0.4086385536850341	0.5359685790102512	0.26746026672961926	NA	NA	FALSE
Q8BLE7	Q8BLE7	SLC17A6	Vesicular glutamate transporter 2 OS=Mus musculus GN=Slc17a6 PE=1 SV=1	0.05979919636399922	0.1301192842076994	0.11203671321460697	NA	NA	FALSE
Q3TXX4	Q3TXX4	SLC17A7	Vesicular glutamate transporter 1 OS=Mus musculus GN=Slc17a7 PE=1 SV=2	0.613737267517364	0.720491598167006	-0.0412873998408753	NA	NA	FALSE
